"GeographyCode","QS110EW0001","QS110EW0002","QS110EW0003","QS110EW0004","QS110EW0005","QS110EW0006","QS110EW0007","QS110EW0008","QS110EW0009","QS110EW0010","QS110EW0011","QS110EW0012","QS110EW0013","QS110EW0014","QS110EW0015","QS110EW0016","QS110EW0017","QS110EW0018","QS110EW0019","QS110EW0020","QS110EW0021","QS110EW0022","QS110EW0023","QS110EW0024","QS110EW0025","QS110EW0026","QS110EW0027"
"E00034475",209,26,17,9,55,30,20,5,0,0,65,52,6,3,4,0,38,14,23,1,15,6,9,0,10,6,4
"E00034476",224,19,7,12,26,12,12,1,1,0,55,27,10,10,7,1,38,15,19,4,34,11,22,1,52,29,23
"E00034477",260,22,4,18,32,15,13,3,1,0,90,27,22,18,18,5,61,8,42,11,24,3,21,0,31,16,15
"E00034478",295,19,14,5,28,17,11,0,0,0,77,43,12,8,13,1,60,26,34,0,44,17,26,1,67,49,18
"E00034479",278,36,19,17,27,27,0,0,0,0,83,29,16,15,18,5,63,11,47,5,38,5,31,2,31,8,23
"E00034480",201,2,1,1,13,10,3,0,0,0,33,31,1,1,0,0,58,32,26,0,41,20,20,1,54,32,22
"E00034481",202,29,18,11,38,17,14,7,0,0,80,57,1,8,8,6,23,9,12,2,15,9,6,0,17,12,5
"E00034482",164,3,2,1,15,11,4,0,0,0,31,13,8,4,6,0,24,11,11,2,34,25,9,0,57,47,10
"E00034483",254,45,21,24,34,23,9,1,0,1,102,63,11,5,12,11,30,9,18,3,18,7,9,2,25,13,12
"E00034484",248,37,10,27,41,35,3,0,0,3,96,61,2,5,14,14,30,7,23,0,12,7,5,0,32,17,15
"E00034485",242,47,14,33,29,12,12,4,1,0,70,31,9,12,10,8,42,11,24,7,21,4,14,3,33,12,21
"E00165671",314,51,27,24,57,37,12,7,1,0,106,62,14,14,6,10,47,12,32,3,29,9,18,2,24,14,10
"E00165713",108,12,3,9,12,9,3,0,0,0,41,14,9,7,7,4,21,3,17,1,14,2,12,0,8,3,5
"E00165714",123,14,4,10,16,11,3,0,2,0,47,15,11,5,8,8,17,2,15,0,14,1,10,3,15,6,9
"E00165715",339,83,47,36,84,68,12,3,1,0,107,67,8,16,5,11,35,9,23,3,24,9,12,3,6,5,1
"E00165716",266,52,20,32,54,42,6,4,2,0,97,71,5,8,8,5,29,9,17,3,27,7,17,3,7,2,5
"E00165717",138,18,11,7,10,7,0,1,1,1,50,39,2,3,4,2,31,7,21,3,17,5,11,1,12,3,9
"E00165718",348,40,24,16,58,45,10,2,0,1,103,57,12,17,12,5,60,13,45,2,42,9,32,1,45,13,32
"E00165719",192,19,13,6,48,36,9,2,1,0,71,43,9,11,6,2,33,14,19,0,14,9,3,2,7,4,3
"E00165720",268,60,52,8,50,44,4,1,1,0,94,50,7,18,18,1,31,7,22,2,18,4,14,0,15,5,10
"E00165721",113,13,7,6,14,9,4,1,0,0,41,13,13,8,7,0,28,3,24,1,12,1,11,0,5,1,4
"E00165722",291,57,43,14,62,47,11,3,1,0,93,61,9,9,10,4,34,10,22,2,23,9,14,0,22,9,13
"E00165723",183,25,12,13,26,16,6,4,0,0,86,44,15,8,15,4,23,4,19,0,10,2,5,3,13,2,11
"E00165724",306,35,25,10,85,64,19,1,1,0,107,65,18,6,15,3,32,6,23,3,31,3,27,1,16,7,9
"E00165725",153,19,6,13,8,5,0,1,2,0,41,11,7,4,15,4,27,3,20,4,34,6,28,0,24,8,16
"E00165726",384,56,27,29,52,29,17,4,2,0,122,62,19,8,22,11,55,19,32,4,54,20,34,0,45,17,28
"E00165727",149,27,12,15,31,19,12,0,0,0,36,17,4,3,6,6,28,6,19,3,14,6,7,1,13,5,8
"E00165729",277,24,13,11,48,32,10,4,1,1,58,35,5,5,9,4,92,10,78,4,37,9,28,0,18,2,16
"E00165730",374,47,14,33,40,21,16,2,1,0,180,75,23,42,32,8,68,10,53,5,27,4,23,0,12,2,10
"E00165731",224,37,25,12,69,59,5,3,2,0,67,42,11,8,3,3,19,2,14,3,14,3,10,1,18,2,16
"E00165758",140,19,6,13,12,10,1,0,0,1,46,17,2,12,11,4,25,2,15,8,21,3,16,2,17,2,15
"E00165759",190,20,10,10,32,27,5,0,0,0,50,31,10,3,5,1,52,7,41,4,17,5,12,0,19,3,16
"E00165760",185,14,9,5,7,4,1,0,1,1,22,17,2,0,2,1,28,14,12,2,36,20,16,0,78,58,20
"E00165762",294,39,13,26,55,37,12,5,0,1,127,70,9,26,13,9,27,5,18,4,26,7,17,2,20,12,8
"E00165763",200,29,18,11,26,10,8,7,1,0,62,42,3,6,8,3,37,9,24,4,16,4,11,1,30,14,16
"E00176596",205,26,17,9,48,37,8,3,0,0,55,34,10,3,7,1,29,10,19,0,17,7,10,0,30,23,7
"E00176597",230,35,6,29,37,14,21,2,0,0,66,33,3,10,16,4,35,8,25,2,18,9,7,2,39,22,17
"E00176598",188,31,14,17,83,47,31,3,2,0,62,22,13,11,10,6,7,0,6,1,5,0,4,1,0,0,0
"E00176599",169,26,6,20,23,17,5,0,1,0,74,39,6,11,13,5,20,2,16,2,15,7,7,1,11,4,7
"E00176600",160,29,21,8,65,45,15,3,1,1,47,24,5,10,5,3,15,4,7,4,3,1,2,0,1,0,1
"E00176601",270,30,7,23,89,28,52,5,4,0,128,28,44,29,21,6,15,1,13,1,4,2,1,1,4,3,1
"E00176602",109,17,16,1,51,45,4,1,1,0,32,24,2,1,5,0,4,1,3,0,4,2,2,0,1,1,0
"E00176603",169,40,39,1,76,68,8,0,0,0,43,40,3,0,0,0,10,5,5,0,0,0,0,0,0,0,0
"E00176604",146,38,38,0,78,76,1,1,0,0,25,22,2,1,0,0,3,2,1,0,1,1,0,0,1,1,0
"E00176605",191,38,38,0,112,100,12,0,0,0,33,29,3,0,1,0,8,5,3,0,0,0,0,0,0,0,0
"E00176606",174,41,40,1,79,70,9,0,0,0,38,35,3,0,0,0,10,7,3,0,3,2,1,0,3,1,2
"E00176607",174,71,70,1,83,76,6,0,0,1,19,13,3,2,0,1,1,1,0,0,0,0,0,0,0,0,0
"E00176608",202,35,34,1,99,95,2,2,0,0,51,48,1,1,0,1,10,4,6,0,5,1,4,0,2,0,2
"E00176609",231,31,11,20,39,13,13,10,1,2,94,48,19,13,14,0,23,11,7,5,20,8,11,1,24,17,7
"E00176610",276,38,16,22,41,30,5,3,3,0,98,75,6,2,8,7,49,26,17,6,25,17,7,1,25,15,10
"E00176611",186,140,133,7,22,17,1,3,1,0,14,6,1,1,5,1,7,1,4,2,2,2,0,0,1,1,0
"E00176612",308,195,181,14,36,27,8,1,0,0,41,25,1,9,3,3,21,5,15,1,10,4,6,0,5,4,1
"E00176613",218,116,112,4,79,69,10,0,0,0,20,13,5,0,2,0,3,1,0,2,0,0,0,0,0,0,0
"E00176614",526,405,396,9,46,39,3,0,4,0,50,37,9,1,2,1,13,2,11,0,11,2,8,1,1,1,0
"E00176615",272,188,178,10,35,26,9,0,0,0,26,13,0,8,2,3,12,3,9,0,6,1,3,2,5,2,3
"E00176616",151,58,57,1,65,63,2,0,0,0,24,22,1,1,0,0,3,3,0,0,1,1,0,0,0,0,0
"E00176617",846,781,774,7,42,38,3,0,1,0,15,10,3,0,1,1,4,0,3,1,3,2,1,0,1,0,1
"E00176618",171,29,18,11,38,29,3,4,2,0,38,28,1,0,7,2,34,8,25,1,26,9,16,1,6,3,3
"E00176619",235,88,88,0,84,78,6,0,0,0,44,39,4,0,1,0,11,3,8,0,3,2,1,0,5,4,1
"E00176620",250,94,92,2,68,64,3,1,0,0,50,45,0,5,0,0,19,5,11,3,7,1,6,0,12,10,2
"E00176621",134,53,52,1,63,58,4,1,0,0,16,12,2,2,0,0,2,2,0,0,0,0,0,0,0,0,0
"E00176622",168,40,37,3,72,68,4,0,0,0,40,33,2,0,0,5,12,4,8,0,3,2,1,0,1,0,1
"E00176623",98,24,23,1,47,40,7,0,0,0,22,17,3,0,2,0,3,3,0,0,1,0,1,0,1,0,1
"E00176624",190,80,78,2,45,42,3,0,0,0,10,8,0,1,1,0,23,12,9,2,17,15,1,1,15,13,2
"E00176625",160,26,25,1,86,81,5,0,0,0,39,36,1,0,0,2,9,4,5,0,0,0,0,0,0,0,0
"E00176626",221,45,45,0,117,109,8,0,0,0,48,47,0,1,0,0,6,3,3,0,5,2,3,0,0,0,0
"E00176627",183,44,34,10,57,51,4,0,1,1,32,21,2,1,7,1,20,8,11,1,20,11,9,0,10,0,10
"E00176628",194,77,74,3,93,83,8,2,0,0,23,21,1,0,0,1,1,1,0,0,0,0,0,0,0,0,0
"E00176629",190,85,82,3,69,64,5,0,0,0,24,18,1,0,3,2,10,2,7,1,0,0,0,0,2,0,2
"E00176630",265,41,29,12,39,27,10,0,1,1,96,62,7,13,9,5,38,4,34,0,28,4,24,0,23,6,17
"E00176631",172,26,8,18,30,12,12,5,1,0,43,18,4,8,5,8,32,5,24,3,22,6,14,2,19,2,17
"E00176632",185,22,8,14,60,32,25,1,0,2,70,26,13,10,18,3,12,1,8,3,11,2,8,1,10,6,4
"E00176633",139,36,24,12,44,33,5,5,1,0,40,21,4,1,9,5,7,4,3,0,10,5,5,0,2,1,1
"E00176634",418,368,366,2,36,36,0,0,0,0,11,9,2,0,0,0,2,0,2,0,0,0,0,0,1,1,0
"E00176635",215,91,91,0,108,104,2,2,0,0,12,12,0,0,0,0,3,3,0,0,0,0,0,0,1,1,0
"E00176636",164,74,74,0,65,65,0,0,0,0,23,23,0,0,0,0,2,1,1,0,0,0,0,0,0,0,0
"E00176637",119,36,35,1,36,32,3,0,1,0,39,36,2,0,0,1,7,6,1,0,0,0,0,0,1,1,0
"E00176638",202,36,33,3,61,57,4,0,0,0,57,52,2,1,0,2,30,11,18,1,12,5,7,0,6,2,4
"E00176639",115,90,90,0,17,15,1,1,0,0,6,4,1,1,0,0,1,0,1,0,1,0,1,0,0,0,0
"E00176640",322,95,90,5,75,41,27,6,1,0,90,60,13,11,6,0,28,12,16,0,16,7,9,0,18,14,4
"E00176641",102,35,30,5,20,14,4,1,1,0,29,18,5,2,3,1,10,7,3,0,5,3,2,0,3,2,1
"E00176642",277,74,74,0,161,156,5,0,0,0,33,28,3,0,2,0,6,2,4,0,2,1,1,0,1,1,0
"E00176643",193,53,52,1,95,91,4,0,0,0,37,36,0,0,1,0,4,4,0,0,0,0,0,0,4,2,2
"E00176644",181,67,64,3,83,77,6,0,0,0,29,23,4,0,0,2,2,1,1,0,0,0,0,0,0,0,0
"E00176645",172,45,41,4,86,83,3,0,0,0,34,32,0,0,2,0,6,1,4,1,1,1,0,0,0,0,0
"E00176646",164,69,68,1,69,66,1,2,0,0,18,15,1,2,0,0,6,5,1,0,2,1,1,0,0,0,0
"E00176647",201,79,79,0,94,86,8,0,0,0,23,22,0,0,1,0,4,4,0,0,1,1,0,0,0,0,0
"E00176648",381,64,32,32,69,41,18,8,2,0,134,58,19,24,21,12,63,10,46,7,31,14,14,3,20,7,13
"E00176649",180,22,6,16,19,14,4,0,1,0,38,25,6,0,5,2,38,17,20,1,34,12,22,0,29,20,9
"E00176650",187,36,34,2,104,95,8,1,0,0,39,29,6,0,4,0,5,4,1,0,1,0,1,0,2,2,0
"E00176651",188,30,8,22,32,14,7,8,2,1,68,25,9,9,18,7,21,5,16,0,14,5,9,0,23,15,8
"E00176652",209,93,90,3,70,68,2,0,0,0,33,29,0,0,3,1,8,3,5,0,5,0,5,0,0,0,0
"E00176653",410,180,173,7,172,155,16,1,0,0,51,42,3,4,1,1,7,5,2,0,0,0,0,0,0,0,0
"E00176654",182,30,29,1,57,50,7,0,0,0,72,60,8,4,0,0,17,6,10,1,6,1,5,0,0,0,0
"E00176655",169,65,60,5,56,45,7,3,0,1,40,27,3,1,6,3,6,6,0,0,1,0,0,1,1,1,0
"E00176656",194,27,27,0,81,77,4,0,0,0,58,54,4,0,0,0,20,5,15,0,7,2,5,0,1,0,1
"E00176657",194,69,66,3,96,94,2,0,0,0,25,24,0,0,0,1,3,1,1,1,1,1,0,0,0,0,0
"E00176658",216,111,109,2,82,81,0,0,1,0,17,14,1,1,1,0,1,0,1,0,4,0,4,0,1,1,0
"E00176659",161,39,39,0,62,62,0,0,0,0,42,42,0,0,0,0,13,10,3,0,5,3,2,0,0,0,0
"E00176660",164,21,20,1,98,91,7,0,0,0,37,34,2,0,0,1,5,2,3,0,3,2,1,0,0,0,0
"E00176661",191,130,122,8,45,34,11,0,0,0,16,7,6,0,3,0,0,0,0,0,0,0,0,0,0,0,0
"E00176662",238,36,18,18,64,31,20,9,2,2,106,45,23,17,15,6,15,1,11,3,3,0,3,0,14,1,13
"E00176663",233,62,44,18,93,50,33,10,0,0,56,30,8,6,6,6,13,7,5,1,6,3,3,0,3,3,0
"E00176664",182,36,19,17,38,25,11,0,2,0,62,31,9,7,10,5,14,4,5,5,19,3,16,0,13,1,12
"E00176665",348,54,22,32,42,13,13,12,3,1,151,105,10,16,15,5,48,16,22,10,27,11,14,2,26,10,16
"E00176666",146,9,8,1,59,50,3,6,0,0,48,31,9,6,1,1,11,2,6,3,7,2,5,0,12,7,5
"E00176667",298,43,37,6,112,93,15,4,0,0,84,60,16,3,2,3,26,9,16,1,22,8,14,0,11,7,4
"E00176668",396,62,28,34,67,45,16,2,3,1,150,78,15,25,19,13,53,9,40,4,37,10,26,1,27,7,20
"E00176669",182,24,12,12,55,42,8,3,2,0,55,31,11,6,2,5,13,5,5,3,14,9,4,1,21,11,10
"E00176670",239,39,27,12,78,56,15,6,0,1,84,49,13,7,9,6,21,2,17,2,9,3,5,1,8,5,3
"E00176671",272,36,20,16,50,36,8,4,1,1,91,55,10,14,8,4,31,5,23,3,35,9,25,1,29,18,11
"E00176672",128,34,26,8,51,39,7,5,0,0,39,32,3,0,2,2,3,2,0,1,0,0,0,0,1,1,0
"E00176673",158,19,7,12,59,47,7,5,0,0,55,31,3,13,6,2,14,7,7,0,6,4,2,0,5,1,4
"E00176674",191,60,59,1,115,110,4,1,0,0,12,12,0,0,0,0,2,1,1,0,1,1,0,0,1,0,1
"E00176675",349,121,119,2,155,147,8,0,0,0,57,52,2,3,0,0,11,5,5,1,5,2,2,1,0,0,0
"E00176676",158,59,57,2,53,41,11,1,0,0,36,30,4,2,0,0,7,6,1,0,3,3,0,0,0,0,0
"E00176677",249,27,14,13,41,19,12,8,1,1,78,36,9,14,18,1,44,4,35,5,37,8,29,0,22,8,14
"E00176678",245,30,11,19,55,36,13,3,1,2,90,36,17,12,21,4,23,4,16,3,32,8,24,0,15,7,8
"E00176679",222,58,57,1,114,109,5,0,0,0,37,36,0,0,1,0,13,9,4,0,0,0,0,0,0,0,0
"E00176680",243,81,80,1,128,120,8,0,0,0,28,27,1,0,0,0,4,2,2,0,2,0,2,0,0,0,0
"E00176681",182,51,46,5,82,79,3,0,0,0,47,38,6,0,2,1,2,1,0,1,0,0,0,0,0,0,0
"E00176682",175,47,47,0,80,77,3,0,0,0,42,41,1,0,0,0,3,3,0,0,1,1,0,0,2,2,0
"E00176683",177,60,60,0,86,83,3,0,0,0,26,24,1,0,1,0,4,3,1,0,0,0,0,0,1,1,0
"E00176684",220,72,69,3,117,109,6,2,0,0,27,24,2,1,0,0,4,3,1,0,0,0,0,0,0,0,0
"E00176685",196,41,25,16,27,16,3,7,1,0,82,38,10,15,12,7,29,10,16,3,12,7,5,0,5,0,5
"E00176686",178,70,69,1,82,77,5,0,0,0,20,19,0,0,0,1,5,4,1,0,1,1,0,0,0,0,0
"E00176687",239,147,147,0,69,67,2,0,0,0,17,17,0,0,0,0,5,2,3,0,1,1,0,0,0,0,0
"E00176688",278,249,248,1,19,17,1,1,0,0,8,6,0,1,1,0,1,1,0,0,0,0,0,0,1,1,0
"E00176689",131,100,92,8,18,18,0,0,0,0,8,8,0,0,0,0,5,0,3,2,0,0,0,0,0,0,0
"E00176690",161,108,104,4,27,24,0,3,0,0,11,6,1,1,0,3,7,5,2,0,2,1,0,1,6,3,3
"E00176691",207,142,141,1,27,26,1,0,0,0,19,15,2,2,0,0,8,6,2,0,6,3,3,0,5,1,4
"E00176692",233,124,120,4,78,73,4,0,1,0,25,18,1,0,5,1,4,3,1,0,1,0,1,0,1,0,1
"E00176693",134,57,56,1,54,52,2,0,0,0,22,21,0,1,0,0,0,0,0,0,0,0,0,0,1,1,0
"E00176694",165,55,54,1,58,53,3,2,0,0,29,25,1,0,2,1,11,6,5,0,6,4,2,0,6,4,2
"E00176695",175,56,55,1,54,53,1,0,0,0,49,42,3,3,1,0,6,5,1,0,7,5,2,0,3,1,2
"E00176696",359,80,31,49,58,29,20,5,3,1,127,67,12,14,26,8,39,3,28,8,26,8,17,1,29,8,21
"E00176697",250,35,15,20,47,36,7,2,2,0,96,44,15,11,22,4,29,7,18,4,32,9,21,2,11,3,8
"E00176698",59,35,34,1,14,14,0,0,0,0,10,9,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
"E00176699",200,31,26,5,37,26,3,7,1,0,65,50,0,3,11,1,19,10,9,0,33,16,16,1,15,8,7
"E00176700",186,69,69,0,93,91,2,0,0,0,18,17,1,0,0,0,5,2,3,0,1,1,0,0,0,0,0
"E00176701",227,60,60,0,101,86,13,2,0,0,57,49,7,1,0,0,6,5,1,0,3,3,0,0,0,0,0
"E00176702",247,170,167,3,23,19,2,2,0,0,22,13,2,0,5,2,17,5,11,1,8,4,4,0,7,3,4
"E00176703",205,17,13,4,106,61,43,1,1,0,73,40,17,10,4,2,5,1,4,0,2,0,2,0,2,0,2
"E00176704",170,23,9,14,63,46,12,4,0,1,51,35,0,7,8,1,16,3,10,3,7,5,2,0,10,5,5
"E00176705",103,28,22,6,43,35,4,3,1,0,29,23,0,1,3,2,1,1,0,0,2,2,0,0,0,0,0
"E00176706",255,36,15,21,77,43,31,3,0,0,107,50,27,12,11,7,16,3,11,2,15,4,11,0,4,1,3
"E00176707",220,37,27,10,75,61,7,7,0,0,57,30,8,11,8,0,20,5,11,4,17,10,7,0,14,9,5
"E00176708",149,25,9,16,32,13,14,1,3,1,37,18,7,3,5,4,16,8,3,5,22,6,14,2,17,9,8
"E00176709",201,95,94,1,68,55,12,1,0,0,29,20,2,7,0,0,6,2,2,2,2,1,1,0,1,1,0
"E00176710",238,57,56,1,23,23,0,0,0,0,41,37,1,2,1,0,56,30,24,2,27,20,6,1,34,23,11
"E00176711",325,252,249,3,39,28,9,1,0,1,19,14,0,0,0,5,7,7,0,0,6,4,2,0,2,1,1
"E00176712",75,12,11,1,32,30,1,1,0,0,20,9,8,3,0,0,5,4,1,0,5,3,2,0,1,0,1
"E00176713",80,22,18,4,9,7,1,1,0,0,27,14,3,2,6,2,10,2,8,0,9,6,3,0,3,3,0
"E00176714",136,20,13,7,15,10,3,2,0,0,45,28,5,7,3,2,26,12,13,1,12,5,6,1,18,9,9
"E00176715",109,5,4,1,5,2,2,0,1,0,16,14,2,0,0,0,19,8,10,1,23,13,10,0,41,33,8
"E00176716",168,35,31,4,74,69,3,0,2,0,47,40,3,0,3,1,5,0,4,1,3,2,1,0,4,0,4
"E00176717",121,27,23,4,50,38,9,2,1,0,34,25,7,2,0,0,4,1,2,1,1,0,1,0,5,1,4
"E00176718",171,36,16,20,42,15,22,3,2,0,50,16,8,14,11,1,13,4,4,5,17,6,5,6,13,1,12
"E00176719",180,20,15,5,81,63,16,2,0,0,51,42,3,5,0,1,11,4,7,0,11,5,6,0,6,4,2
"E00176720",209,14,2,12,26,18,7,0,1,0,95,41,28,7,14,5,30,4,22,4,26,10,15,1,18,12,6
"E00176721",194,21,9,12,55,36,16,2,1,0,90,56,17,7,7,3,13,6,6,1,6,3,3,0,9,3,6
"E00176722",238,28,17,11,78,49,27,1,1,0,98,43,28,14,7,6,26,1,21,4,6,1,5,0,2,0,2
"E00176723",236,34,19,15,24,20,2,2,0,0,82,32,12,17,14,7,50,2,44,4,17,4,13,0,29,9,20
"E00176724",136,51,49,2,50,50,0,0,0,0,19,14,1,0,4,0,12,3,9,0,3,1,2,0,1,1,0
"E00176725",161,16,15,1,48,48,0,0,0,0,56,41,4,5,6,0,18,12,5,1,11,3,8,0,12,5,7
"E00176726",312,151,131,20,53,44,1,3,1,4,62,40,3,2,9,8,27,7,19,1,10,4,5,1,9,1,8
"E00176727",270,60,45,15,103,66,33,3,1,0,64,38,8,7,7,4,19,8,10,1,15,8,3,4,9,5,4
"E00176728",149,22,11,11,20,16,3,1,0,0,61,44,1,5,4,7,19,7,12,0,16,1,14,1,11,1,10
"E00176729",197,29,15,14,40,11,27,2,0,0,68,25,9,18,15,1,20,5,12,3,20,4,14,2,20,12,8
"E00176730",131,23,6,17,41,34,3,4,0,0,38,28,2,3,3,2,8,2,5,1,7,4,3,0,14,6,8
"E00176731",100,22,11,11,35,21,11,2,0,1,33,21,2,2,6,2,8,6,1,1,1,0,0,1,1,1,0
"E00176732",280,50,30,20,91,63,22,5,0,1,76,43,15,8,8,2,32,7,20,5,20,7,11,2,11,7,4
"E00176733",184,46,26,20,46,41,3,1,1,0,63,50,2,3,6,2,22,14,5,3,4,4,0,0,3,1,2
"E00176734",105,38,37,1,40,40,0,0,0,0,12,10,2,0,0,0,10,5,4,1,2,0,1,1,3,0,3
"E00176735",190,97,97,0,78,72,4,2,0,0,15,14,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"E00176736",209,79,78,1,105,101,4,0,0,0,18,13,4,1,0,0,4,3,0,1,3,1,2,0,0,0,0
"E00176737",185,77,77,0,90,90,0,0,0,0,13,13,0,0,0,0,4,2,2,0,0,0,0,0,1,1,0
"E00176738",94,17,9,8,8,5,0,1,2,0,33,18,2,5,6,2,20,10,6,4,10,5,5,0,6,4,2
"E00176739",213,108,108,0,91,91,0,0,0,0,13,13,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0
"E00176740",150,93,93,0,47,37,8,2,0,0,9,9,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0
"E00176741",188,22,8,14,13,10,3,0,0,0,55,31,9,7,5,3,42,14,27,1,30,14,15,1,26,12,14
"E00176742",156,34,25,9,63,41,12,9,1,0,47,32,2,9,3,1,9,5,3,1,2,2,0,0,1,1,0
"E00176743",179,35,25,10,81,47,26,7,1,0,47,29,6,5,4,3,13,5,7,1,3,1,2,0,0,0,0
"E00176744",120,55,45,10,30,19,8,3,0,0,22,9,1,7,5,0,5,0,3,2,3,0,2,1,5,3,2
"E00176745",203,29,21,8,78,50,27,0,1,0,56,29,9,10,8,0,19,4,14,1,6,0,6,0,15,5,10
"E00176746",488,82,47,35,152,125,18,9,0,0,136,91,14,15,14,2,52,24,25,3,39,22,16,1,27,13,14
"E00176747",109,21,7,14,21,10,9,1,0,1,32,16,5,4,4,3,27,7,18,2,4,2,1,1,4,1,3
"E00176748",187,82,82,0,95,92,2,0,1,0,9,8,1,0,0,0,1,1,0,0,0,0,0,0,0,0,0
"E00176749",242,88,87,1,116,110,6,0,0,0,32,32,0,0,0,0,6,5,1,0,0,0,0,0,0,0,0
"E00176750",194,33,17,16,37,15,12,5,5,0,66,33,9,14,2,8,20,8,11,1,20,9,11,0,18,11,7
"E00176751",188,18,15,3,65,49,14,1,1,0,74,47,11,8,8,0,11,5,6,0,17,7,10,0,3,2,1
"E00176752",251,42,31,11,59,47,6,2,2,2,69,49,5,1,9,5,43,9,30,4,21,6,13,2,17,6,11
"E00176753",153,23,10,13,47,17,19,10,1,0,52,30,6,6,10,0,14,2,8,4,13,3,5,5,4,2,2
"E00176754",203,24,11,13,32,17,7,3,4,1,70,42,7,3,11,7,32,14,18,0,18,10,8,0,27,23,4
"E00176755",227,28,6,22,38,23,11,4,0,0,82,42,10,13,11,6,42,16,21,5,16,8,7,1,21,12,9
"E00176756",202,63,62,1,104,98,4,2,0,0,24,24,0,0,0,0,10,4,6,0,1,1,0,0,0,0,0
"E00176757",195,49,47,2,82,78,3,1,0,0,38,33,1,0,2,2,12,5,5,2,8,4,4,0,6,6,0
"E00176758",86,28,26,2,11,6,2,3,0,0,23,15,4,2,2,0,15,11,4,0,5,2,3,0,4,2,2
"E00176759",175,36,10,26,37,12,19,5,1,0,54,28,6,4,13,3,31,10,17,4,11,3,7,1,6,3,3
"E00176760",132,19,7,12,32,16,9,5,2,0,39,20,5,6,5,3,18,7,9,2,9,2,7,0,15,5,10
"E00176761",166,17,6,11,58,29,24,5,0,0,69,33,26,8,2,0,12,5,7,0,6,1,5,0,4,1,3
"E00176762",155,32,12,20,43,9,26,6,2,0,46,28,4,6,2,6,16,8,5,3,14,8,6,0,4,2,2
"E00176763",68,12,1,11,28,9,14,5,0,0,18,5,7,5,1,0,5,3,1,1,4,0,2,2,1,1,0
"E00176764",188,26,12,14,67,34,26,6,0,1,49,26,11,5,7,0,24,8,14,2,16,5,11,0,6,4,2
"E00176765",182,45,30,15,88,61,23,4,0,0,41,31,2,4,4,0,5,2,3,0,2,1,1,0,1,0,1
"E00176766",170,49,48,1,92,91,1,0,0,0,28,26,0,2,0,0,0,0,0,0,1,1,0,0,0,0,0
"E00176767",180,35,13,22,27,16,5,3,2,1,62,33,3,10,10,6,15,8,6,1,25,10,14,1,16,6,10
"E00176768",316,37,15,22,43,21,13,6,1,2,100,66,7,10,11,6,44,18,24,2,54,13,38,3,38,20,18
"E00176769",159,41,39,2,85,82,3,0,0,0,30,28,1,0,0,1,2,2,0,0,1,0,1,0,0,0,0
"E00176770",115,18,9,9,22,9,6,4,3,0,47,20,9,4,11,3,15,3,12,0,9,1,7,1,4,0,4
"E00176771",100,17,8,9,13,8,5,0,0,0,38,13,7,6,8,4,15,0,13,2,10,4,6,0,7,3,4
"E00176772",213,31,20,11,20,13,6,0,0,1,64,26,13,9,10,6,50,7,41,2,31,2,29,0,17,8,9
"E00176773",142,28,24,4,74,60,12,2,0,0,30,16,4,4,4,2,4,4,0,0,3,1,2,0,3,3,0
"E00176774",87,10,4,6,8,5,1,2,0,0,20,8,5,3,1,3,17,3,13,1,19,8,11,0,13,10,3
